"","cell","date_start","date_end","lon","lat","dpto","dstr","date_hrvs","month_floracion","cos_kgha_1","cos_kgha_2"
"483",58328,2022-06-15,2022-06-15,-74.49967,-11.5670012,"Junín","PANGOA",2012-02-10,"septiembre",NA,1490.4
"484",58075,2022-06-15,2022-06-15,-74.4933968,-11.5497476,"Junin","Pangoa",2012-02-13,"septiembre",NA,1435.2
"485",57066,2022-06-16,2022-06-16,-74.3160364,-11.3385927,"Junin","Mazamari",2014-02-10,"octubre",NA,3312
"486",57067,2022-06-16,2022-06-16,-74.2973863,-11.3424278,"Junín","Mazamari",2012-02-20,"octubre",NA,149
"487",57067,2022-06-16,2022-06-16,-74.2981792,-11.3402811,"Junín","Mazamari",2014-03-10,"septiembre",NA,1324.8
"488",58327,2022-06-07,2022-06-20,-74.5034265,-11.5641022,"Huancavelica","Colcabamba",2000-02-01,"noviembre",NA,386.4
"489",58327,2022-06-07,2022-06-20,-74.5070751,-11.5654882,"Junin","Pangoa",2012-02-08,"noviembre",NA,1324.8
"490",58075,2022-06-08,2022-06-20,-74.4941115,-11.5465534,"Huancavelica","Sulcobamba",1997-12-22,"octubre",NA,1821.6
"491",58328,2022-06-08,2022-06-08,-74.4934349,-11.5513307,"Junin","Santo Domingo de Acobamba",2014-01-07,"agosto",NA,1104
"492",58328,2022-06-08,2022-06-08,-74.499162,-11.5511031,"Junín","Santo Domingo de Acobamba",2012-11-22,"septiembre",NA,662.4
"493",59087,2022-06-15,2022-06-15,-74.4535848,-11.7181843,"Junin 
","Pangoa",2007-01-11,"enero",NA,331.2
"494",57066,2022-06-16,2022-06-16,-74.3091552,-11.3461399,"Junin","Mazamari",2006-01-10,"septiembre",NA,828
"495",57066,2022-06-16,2022-06-19,-74.3017443,-11.3386667,"Junin","Pangoa",2009-09-01,"marzo",NA,828
"496",59088,2022-06-15,2022-06-20,-74.4229875,-11.72044,"Junin","Pangoa",2011-08-02,"agosto",NA,1821.6
"497",57821,2022-06-11,2022-06-20,-74.517673,-11.4810665,"Junin","Pangoa",2011-01-20,"agosto",NA,1821.6
"498",58835,2022-06-15,2022-06-20,-74.4138107,-11.6850307,"Junin","Pangoa",2014-02-20,"marzo",NA,1932
"499",57318,2022-06-22,2022-06-24,-74.389919,-11.3594481,"Junín","Pangoa",2018-11-23,"septiembre",NA,2760
"500",57318,2022-06-22,2022-06-24,-74.3882091,-11.3593951,"Junín","Pangoa",2018-12-15,"septiembre",NA,80
"501",57318,2022-06-22,2022-06-24,-74.3810025,-11.3557105,"Junín","Pangoa",2016-11-19,"septiembre",NA,2097.6
"502",57318,2022-06-22,2022-06-24,-74.3842781,-11.3755315,"Junín","Pangoa",2015-11-28,"septiembre",NA,90
"503",57318,2022-06-22,2022-06-24,-74.3723298,-11.3598002,"Junín","Pangoa",2017-11-29,"septiembre",NA,69
"504",57066,2022-06-22,2022-06-27,-74.3138358,-11.3452876,"Junín","Pangoa",2015-12-11,"septiembre",NA,3312
"505",57066,2022-06-22,2022-06-27,-74.3233234,-11.3406325,"Junín","Pangoa",2016-10-14,"septiembre",NA,130
"506",57066,2022-06-22,2022-06-27,-74.3072007,-11.3231288,"Junín","Pangoa",2015-11-15,"septiembre",NA,230
"507",57066,2022-06-22,2022-06-27,-74.3062388,-11.3265125,"Junín","Pangoa",2015-11-14,"septiembre",NA,3036
"508",26362,2022-07-25,2022-07-25,-78.8873017,-5.2816411,"CJAMARCA","CHIRINOS",2016-07-25,"noviembre",NA,828
"509",26615,2022-07-27,2022-07-27,-78.8751317,-5.3249333,"Cajamarca","Chirinos",2019-03-08,"septiembre",NA,1380
"510",26615,2022-07-27,2022-07-27,-78.8767083,-5.3229367,"Cajamarca","Chirinos",2011-02-09,"septiembre",NA,1656
"511",26615,2022-07-27,2022-07-27,-78.881745,-5.317365,"Cajamarca","Chirinos",2012-06-13,"septiembre",NA,80
"512",26615,2022-07-27,2022-07-28,-78.8852383,-5.318735,"Cajamarca","Chirinos",2012-07-27,"noviembre",NA,1932
"513",26615,2022-07-30,2022-07-30,-78.88334,-5.3207417,"Cajamarca","Chirinos",2012-02-08,"septiembre",NA,1656
"514",26615,2022-07-30,2022-07-30,-78.8845433,-5.319525,"Cajamarca","Chirinos",2014-02-21,"septiembre",NA,1380
"515",26615,2022-07-30,2022-07-30,-78.8969033,-5.307555,"Cajamarca","Chirinos",2016-07-30,"septiembre",NA,90
"516",26362,2022-07-25,2022-08-01,-78.8823087,-5.2920804,"Cajamarca","Chirinos",2016-01-13,"septiembre",NA,2760
"517",26615,2022-08-01,2022-08-01,-78.89088,-5.3150117,"Cajamarca","Chirinos",2005-08-01,"septiembre",NA,1380
"518",26865,2022-07-28,2022-07-28,-79.01096,-5.3517717,"CAJAMARCA","LA COIPA",2016-10-06,"septiembre",NA,90
"519",26612,2022-07-28,2022-07-29,-79.0207777,-5.3386446,"CAJAMARCA","LA COIPA",2018-12-06,"octubre",NA,331.2
"520",26865,2022-07-27,2022-07-27,-79.0041214,-5.39571,"CAJAMARCA","LA COIPA",2014-07-27,"octubre",NA,1380
"521",26865,2022-07-27,2022-07-28,-79.0053731,-5.3963435,"CAJAMARCA","LA COIPA",2016-02-10,"octubre",NA,85
"522",26865,2022-07-29,2022-07-29,-79.0212591,-5.3552513,"CAJAMARCA","LA COIPA",2012-11-07,"octubre",NA,993.6
"523",26865,2022-07-29,2022-07-29,-79.0209795,-5.3554116,"CAJAMARCA","LA COIPA",2013-09-03,"septiembre",NA,95
"524",27119,2022-07-27,2022-07-28,-78.997373,-5.4120648,"CAJAMARCA","LA COIPA",2017-07-27,"agosto",NA,2760
"525",26865,2022-07-27,2022-07-27,-79.0056198,-5.3973134,"CAJAMARCA","LA COIPA",2010-07-27,"agosto",NA,150
"526",26865,2022-07-27,2022-07-27,-79.0050832,-5.3972775,"CAJAMARCA","LA COIPA",2008-07-27,"octubre",NA,1656
"527",26865,2022-07-28,2022-07-28,-79.0099234,-5.3822673,"CAJAMARCA","LA COIPA",2015-07-28,"octubre",NA,1932
"528",26865,2022-07-28,2022-07-31,-79.0197533,-5.3624941,"CAJAMARCA","LA COIPA",2017-05-17,"octubre",NA,2760
"529",26865,2022-07-28,2022-07-28,-79.0060574,-5.3514577,"CAJAMARCA","LA COIPA",2016-02-03,"octubre",NA,140
"530",26612,2022-07-28,2022-07-28,-79.0194761,-5.3341394,"CAJAMARCA","LA COIPA",2016-09-06,"octubre",NA,65
"531",26615,2022-07-27,2022-08-03,-78.8759758,-5.3238195,"Cajamarca","Chirinos",2010-07-27,"octubre",NA,65
"532",26615,2022-07-27,2022-07-27,-78.8809308,-5.3205825,"Cajamarca","Chirinos",2015-04-16,"octubre",NA,120
"533",26614,2022-08-02,2022-08-02,-78.9035417,-5.3050017,"Cajamarca","Chirinos",2012-08-02,"septiembre",NA,2208
"534",26615,2022-08-01,2022-08-02,-78.8840269,-5.3129623,"Cajamarca","Chirinos",2018-08-01,"septiembre",NA,1104
"535",26615,2022-08-01,2022-08-03,-78.882414,-5.313808,"Cajamarca","Chirinos",2015-08-23,"octubre",NA,1656
"536",26615,2022-08-01,2022-08-07,-78.8862994,-5.3154831,"Cajamarca","Chirinos",2010-08-13,"septiembre",NA,1380
"537",26614,2022-08-02,2022-08-04,-78.9003453,-5.3043997,"Cajamarca","Chirinos",2011-08-02,"noviembre",NA,1214.4
"538",26361,2022-08-03,2022-08-07,-78.9095231,-5.2995783,"Cajamarca","Chirinos",2010-08-03,"septiembre",NA,552
"539",26614,2022-08-03,2022-08-07,-78.9212451,-5.3202428,"Cajamarca","Chirinos",2018-08-19,"septiembre",NA,1932
"540",26614,2022-08-03,2022-08-07,-78.9382343,-5.3227816,"Cajamarca","Chirinos",2014-07-15,"agosto",NA,1656
"541",26614,2022-08-03,2022-08-07,-78.9389366,-5.327339,"Cajamarca","Chirinos",2007-08-03,"septiembre",NA,70
"542",26361,2022-08-04,2022-08-07,-78.9493985,-5.2977189,"Cajamarca","Chirinos",NA,"noviembre",NA,552
"543",26361,2022-08-02,2022-08-07,-78.9198644,-5.2908623,"Cajamarca","Chirinos",2018-08-27,"noviembre",NA,1380
"544",26360,2022-08-04,2022-08-07,-78.9691742,-5.2879881,"Cajamarca","Chirinos",2019-08-04,"septiembre",NA,0
"545",26361,2022-08-05,2022-08-07,-78.9441076,-5.2965736,"Cajamarca","Chirinos",NA,"octubre",NA,180
"546",26360,2022-08-05,2022-08-05,-78.9565723,-5.2860134,"Cajamarca","Chirinos",NA,"septiembre",NA,3036
"547",26360,2022-08-06,2022-08-07,-78.9691667,-5.2901217,"Cajamarca","Chirinos",NA,"noviembre",NA,1656
"548",26361,2022-08-04,2022-08-07,-78.9487434,-5.2979415,"Cajamarca","Chirinos",NA,"octubre",NA,1656
"549",26360,2022-08-06,2022-08-07,-78.972947,-5.2841362,"Cajamarca","Chirinos",2019-08-06,"septiembre",NA,0
"550",26614,2022-08-05,2022-08-05,-78.9460566,-5.3034961,"Cajamarca","Chirinos",NA,"septiembre",NA,2208
"551",26360,2022-08-05,2022-08-07,-78.9560564,-5.2855189,"Cajamarca","Chirinos",NA,"octubre",NA,1104
"552",26361,2022-08-05,2022-08-08,-78.9054428,-5.2873455,"Cajamarca","Chirinos",2020-08-05,"septiembre",NA,2760
"553",26361,2022-08-08,2022-08-08,-78.9337259,-5.2945741,"Cajamarca","Chirinos",2010-02-02,"septiembre",NA,1380
"554",26614,2022-08-08,2022-08-08,-78.9016238,-5.3036586,"Cajamarca","Chirinos",2017-08-08,"octubre",NA,130
"555",26361,2022-08-08,2022-08-08,-78.914179,-5.2881191,"Cajamarca","Chirinos",2017-08-07,"noviembre",NA,2760
"556",26361,2022-08-08,2022-08-08,-78.9130476,-5.2887457,"Cajamarca","Chirinos",2017-08-07,"octubre",NA,75
"557",26615,2022-08-08,2022-08-09,-78.896886,-5.3076347,"Cajamarca","Chirinos",NA,"octubre",NA,2208
"558",26361,2022-08-08,2022-08-09,-78.9159488,-5.2789076,"Cajamarca","Chirinos",NA,"septiembre",NA,1380
"559",26361,2022-08-09,2022-08-09,-78.9156342,-5.2782796,"Cajamarca","Chirinos",NA,"septiembre",NA,3312
"560",26615,2022-08-08,2022-08-09,-78.896847,-5.3077203,"Cajamarca","Chirinos",2015-08-08,"octubre",NA,3312
"561",26361,2022-08-08,2022-08-08,-78.9167416,-5.2879581,"Cajamarca","Chirinos",2019-08-05,"octubre",NA,80
"562",26108,2022-08-02,2022-08-08,-78.9058423,-5.2416377,"Cajamarca","Chirinos",2017-02-15,"octubre",NA,1656
"563",26615,2022-08-09,2022-08-09,-78.8866078,-5.3196629,"Cajamarca","Chirinos",NA,"septiembre",NA,2208
"564",26108,2022-08-02,2022-08-08,-78.9175947,-5.2371521,"Cajamarca","Chirinos",2019-03-06,"noviembre",NA,1656
"565",26108,2022-08-02,2022-08-08,-78.9169047,-5.2368492,"Cajamarca","Chirinos",2019-03-12,"octubre",NA,552
"566",27119,2022-07-25,2022-08-10,-78.9931396,-5.4031498,"CAJAMARCA","LA COIPA",2010-08-10,"septiembre",NA,3312
"567",26361,2022-08-04,2022-08-09,-78.9313964,-5.2836153,"CAJAMARCA","CHIRINOS",2016-08-04,"septiembre",NA,2484
"568",26361,2022-08-05,2022-08-09,-78.9293072,-5.2831252,"Cajamarca","Chirinos",2012-04-03,"septiembre",NA,828
"569",26615,2022-08-08,2022-08-08,-78.8783154,-5.322161,"Cajamarca","Chirinos",2016-04-13,"diciembre",NA,3312
"570",26360,2022-08-08,2022-08-08,-78.9639158,-5.2588197,"Cajamarca","Chirinos",2015-08-04,"noviembre",NA,1656
"571",26360,2022-08-08,2022-08-08,-78.9605886,-5.2734422,"Cajamarca","Chirinos",2015-08-08,"septiembre",NA,70
"572",26361,2022-08-09,2022-08-09,-78.9428753,-5.2797983,"Cajamarca","Chirinos",2012-08-09,"octubre",NA,90
"573",26360,2022-08-09,2022-08-09,-78.9504463,-5.2832429,"Cajamarca","Chirinos",2016-08-09,"septiembre",NA,2208
"574",26615,2022-08-09,2022-08-09,-78.89527,-5.305,"Cajamarca","Chirinos",2015-01-06,"octubre",NA,90
"575",26615,2022-08-10,2022-08-10,-78.8808425,-5.3028049,"Cajamarca","Chirinos",NA,"octubre",NA,2760
"576",26362,2022-08-10,2022-08-10,-78.8796383,-5.2990009,"Cajamarca","Chirinos",NA,"octubre",NA,828
"577",26361,2022-08-11,2022-08-11,-78.90285,-5.2801395,"Cajamarca","Chirinos",NA,"noviembre",NA,1656
"578",26361,2022-08-11,2022-08-11,-78.90456,-5.2824736,"Cajamarca","Chirinos",NA,"septiembre",NA,1380
"579",26615,2022-08-09,2022-08-13,-78.8983652,-5.3114751,"Cajamarca
","Chirinos",2007-01-15,"septiembre",NA,120
"580",26615,2022-08-09,2022-08-14,-78.8983682,-5.306187,"Cajamarca","Chirinos",2014-01-28,"septiembre",NA,2097.6
"581",26615,2022-08-11,2022-08-14,-78.8970144,-5.3113635,"San Ignacio","Chirinos",2017-08-11,"septiembre",NA,140
"582",26614,2022-08-09,2022-08-14,-78.9021248,-5.3182423,"Cajamarca","Chirinos",2006-11-15,"septiembre",NA,1214.4
"583",26615,2022-08-09,2022-08-14,-78.89625,-5.3105433,"Cajamarca","Chirinos",2007-11-26,"octubre",NA,100
"584",26615,2022-08-09,2022-08-14,-78.8969161,-5.3075872,"Cajamarca","Chirinos",2017-01-16,"octubre",NA,2649.6
"585",26615,2022-08-09,2022-08-14,-78.8969451,-5.3076713,"Cajamarca","Chirinos",2019-11-28,"septiembre",NA,993.6
"586",26615,2022-08-12,2022-08-14,-78.8928969,-5.3116636,"San Ignacio","Chirinos",2016-02-05,"julio",NA,2097.6
"587",26615,2022-08-09,2022-08-14,-78.8863698,-5.3394535,"Cajamarca","Chirinos",2013-08-05,"octubre",NA,2208
"588",26614,2022-08-09,2022-08-14,-78.9015952,-5.3035841,"Cajamarca","Chirinos",2014-08-09,"octubre",NA,1932
"589",26361,2022-08-09,2022-08-16,-78.9129094,-5.2887573,"Cajamarca","Chirinos",2018-08-06,"octubre",NA,1932
"590",26615,2022-08-09,2022-08-16,-78.89699,-5.3076238,"Cajamarca","Chirinos",2017-08-09,"octubre",NA,1932
"591",26613,2022-08-12,2022-08-12,-78.9506553,-5.3221392,"Cajamarca","Chirinos",NA,"octubre",NA,65
"592",26865,2022-08-11,2022-08-11,-79.0275267,-5.3568527,"CAJAMARCA","LA COIPA",2014-09-05,"octubre",NA,2208
"593",26865,2022-08-11,2022-08-11,-79.0259231,-5.3603818,"CAJAMARCA","LA COIPA",2010-08-11,"septiembre",NA,100
"594",26615,2022-08-15,2022-08-15,-78.8892319,-5.3137287,"Cajamarca","Chirinos",2016-03-16,"septiembre",NA,1656
"595",26615,2022-08-15,2022-08-15,-78.889196,-5.3136746,"Cajamarca","Chirinos",2012-08-15,"septiembre",NA,1269.6
"596",26614,2022-08-16,2022-08-16,-78.9008393,-5.3120441,"Cajamarca","Chirinos",NA,"septiembre",NA,441.6
"597",26614,2022-08-16,2022-08-17,-78.9024666,-5.3120401,"Cajamarca","Chirinos",NA,"septiembre",NA,95
"598",26613,2022-08-12,2022-08-17,-78.9505265,-5.3215747,"Cajamarca","Chirinos",NA,"septiembre",NA,1656
"599",26615,2022-08-16,2022-08-16,-78.8971855,-5.3075324,"Cajamarca","Chirinos",NA,"octubre",NA,662.4
"600",26614,2022-08-16,2022-08-16,-78.9003858,-5.3147658,"Cajamarca","Chirinos",NA,"octubre",NA,1545.6
"601",26613,2022-08-12,2022-08-17,-78.9519045,-5.3199683,"Cajamarca","Chirinos",NA,"octubre",NA,1380
"602",26615,2022-08-17,2022-08-17,-78.8995849,-5.3170162,"Cajamarca","Chirinos",NA,"septiembre",NA,1104
"603",26615,2022-08-09,2022-08-16,-78.8545217,-5.3024746,"Cajamarca","Chirinos",2012-08-06,"octubre",NA,1932
"604",26615,2022-08-09,2022-08-16,-78.8969779,-5.307559,"Cajamarca","Chirinos",2020-08-03,"septiembre",NA,828
"605",26108,2022-08-02,2022-08-12,-78.906053,-5.2417386,"Cajamarca","Chirinos",2018-02-08,"septiembre",NA,828
"606",26108,2022-08-03,2022-08-12,-78.9097592,-5.2410386,"Cajamarca","Chirinos",2014-08-12,"septiembre",NA,2208
"607",26108,2022-08-03,2022-08-12,-78.9085737,-5.2422526,"Cajamarca","Chirinos",2016-08-03,"septiembre",NA,2760
"608",26615,2022-08-09,2022-08-11,-78.8879396,-5.3041184,"Cajamarca","Chirinos",2017-02-08,"octubre",NA,1656
"609",26615,2022-08-11,2022-08-12,-78.8795942,-5.3037689,"Cajamarca","Chirinos",2015-12-01,"octubre",NA,938.4
"610",26360,2022-08-12,2022-08-12,-78.9617841,-5.2594889,"Cajamarca","Chirinos",2012-12-04,"septiembre",NA,1987.2
"611",26362,2022-08-15,2022-08-15,-78.8906848,-5.277076,"Cajamarca","Chirinos",2016-08-03,"septiembre",NA,2208
"612",26362,2022-08-15,2022-08-18,-78.8925121,-5.2737447,"Cajamarca","Chirinos",2018-08-07,"septiembre",NA,1932
"613",26362,2022-08-15,2022-08-18,-78.8939367,-5.27618,"Cajamarca","Chirinos",2017-05-02,"octubre",NA,1656
"614",26615,2022-08-16,2022-08-18,-78.8724544,-5.3031028,"Cajamarca","Chirinos",2007-06-05,"septiembre",NA,1656
"615",26362,2022-08-17,2022-08-18,-78.8939977,-5.2951568,"Cajamarca","Chirinos",2007-02-01,"octubre",NA,552
"616",26362,2022-08-17,2022-08-18,-78.8868231,-5.2823085,"Cajamarca","Chirinos",2014-05-06,"octubre",NA,2760
"617",26867,2022-08-18,2022-08-18,-78.9307689,-5.372132,"Cajamarca","Chirinos",2008-05-06,"octubre",NA,552
"618",26362,2022-08-15,2022-08-17,-78.896884,-5.2808923,"Cajamarca","Chirinos",2014-02-19,"septiembre",NA,1380
"619",26615,2022-08-16,2022-08-18,-78.889361,-5.3162364,"Cajamarca","Chirinos",2011-02-11,"septiembre",NA,828
"620",26615,2022-08-16,2022-08-16,-78.884867,-5.318624,"Cajamarca","Chirinos",2012-01-04,"septiembre",NA,1380
"621",26615,2022-07-27,2022-08-18,-78.87564,-5.324315,"Cajamarca","Chirinos",2012-03-07,"octubre",NA,80
"622",26615,2022-08-18,2022-08-19,-78.8950501,-5.3081719,"Cajamarca","Chirinos",2014-01-06,"octubre",NA,1932
"623",26613,2022-08-12,2022-08-19,-78.9527494,-5.3143714,"Cajamarca","Chirinos",2016-08-19,"octubre",NA,828
"624",26615,2022-08-17,2022-08-19,-78.8996298,-5.3040662,"Cajamarca","Chirinos",2016-08-17,"octubre",NA,1104
"625",26615,2022-08-10,2022-08-19,-78.8786398,-5.3040911,"Cajamarca","Chirinos",NA,"octubre",NA,1766.4
"626",26614,2022-08-18,2022-08-19,-78.9082221,-5.3241691,"Cajamarca","Chirinos",NA,"septiembre",NA,100
"627",26614,2022-08-09,2022-08-18,-78.9012504,-5.3015223,"Cajamarca","Chirinos",NA,"septiembre",NA,1104
"628",26615,2022-08-18,2022-08-19,-78.8987791,-5.3041013,"Cajamarca","Chirinos",NA,"septiembre",NA,993.6
"629",26361,2022-08-09,2022-08-19,-78.9051997,-5.2907619,"Cajamarca","Chirinos",NA,"septiembre",NA,1104
"630",26361,2022-08-10,2022-08-19,-78.9057518,-5.290986,"Cajamarca","Chirinos",NA,"septiembre",NA,993.6
"631",26615,2022-08-17,2022-08-19,-78.8788815,-5.3037129,"Cajamarca","Chirinos",NA,"octubre",NA,2208
"632",26614,2022-08-18,2022-08-19,-78.9049286,-5.3212669,"Cajamarca","Chirinos",NA,"septiembre",NA,552
"633",26615,2022-08-19,2022-08-19,-78.8988408,-5.3046396,"Cajamarca","Chirinos",2007-02-12,"septiembre",NA,1932
"634",26361,2022-08-19,2022-08-19,-78.9048288,-5.2931552,"Cajamarca","Chirinos",2019-12-02,"octubre",NA,1656
"635",26615,2022-08-19,2022-08-19,-78.89827,-5.3058366,"Cajamarca","Chirinos",2019-02-11,"octubre",NA,828
"636",26615,2022-08-16,2022-08-19,-78.8996225,-5.3050644,"Cajamarca","Chirinos",2009-01-12,"octubre",NA,1932
"637",26614,2022-08-18,2022-08-19,-78.9042746,-5.3196413,"Cajamarca","Chirinos",2018-01-23,"septiembre",NA,1159.2
"638",26361,2022-08-18,2022-08-19,-78.9006266,-5.284412,"Cajamarca","Chirinos",2009-10-05,"noviembre",NA,1104
"639",26614,2022-08-18,2022-08-19,-78.9003564,-5.3027884,"Cajamarca","Chirinos",2019-03-25,"septiembre",NA,1104
"640",26361,2022-08-18,2022-08-19,-78.9051137,-5.2909396,"Cajamarca","Chirinos",2018-01-07,"noviembre",NA,80
"641",26615,2022-08-16,2022-08-19,-78.8882973,-5.325951,"Cajamarca","Chirinos",2007-01-08,"octubre",NA,1380
"642",26615,2022-08-17,2022-08-19,-78.8982601,-5.3160915,"Cajamarca","Chirinos",2018-03-06,"septiembre",NA,90
"643",26614,2022-07-27,2022-07-28,-78.905999,-5.31017,"Cajamarca","Chirinos",2017-02-02,"octubre",NA,1269.6
"644",26108,2022-08-04,2022-08-21,-78.9266225,-5.2255594,"Cajamarca","Chirinos",2016-01-05,"octubre",NA,100
"645",26108,2022-08-04,2022-08-21,-78.9276567,-5.2424367,"Cajamarca","Chirinos",2013-08-04,"agosto",NA,90
